RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.685573286,54,0,0.531395814,7500.0,13,0,1,0,0.0
0.516042401,52,0,0.999324438,5920.0,10,0,1,0,1.0
0.0,58,0,0.135308698,8875.0,11,0,2,0,0.0
0.066861851,55,0,0.211301912,8210.0,5,0,2,0,0.0
0.496576853,61,0,0.821059647,3000.0,14,0,1,0,0.0
0.677754816,43,0,0.142009061,6400.0,4,0,0,0,0.0
0.026193007,48,0,0.229721285,8000.0,8,0,1,0,3.0
0.9999999,68,0,1681.0,,2,0,1,0,0.0
0.257684379,80,0,251.0,,5,0,0,0,0.0
0.205680841,50,0,0.363927215,5000.0,8,0,1,0,0.0
0.018547333,84,0,31.0,,8,0,0,0,0.0
0.963273872,49,0,0.417916186,2600.0,11,0,0,0,1.0
0.076767858,76,0,0.438136456,3927.0,7,0,2,0,0.0
0.026495444,61,0,984.0,0.0,5,0,1,0,0.0
0.9999999,46,0,0.0,1500.0,0,1,0,0,0.0
0.275547534,33,0,0.434612651,8441.0,14,0,1,0,0.0
0.099180164,38,0,0.162473348,2344.0,4,0,0,0,0.0
0.186525423,47,0,0.346365851,7800.0,23,0,1,0,2.0
0.00739926,58,0,4496.0,,4,0,1,0,0.0
0.793082818,47,0,0.503490691,6015.0,10,0,1,1,0.0
0.526031598,59,0,0.229108357,2500.0,5,0,0,0,1.0
0.123312577,75,0,0.16597787,7500.0,5,0,1,0,0.0
0.00163109,37,0,0.0,1333.0,2,0,0,0,0.0
0.9999999,29,0,0.335332334,2000.0,1,0,0,0,3.0
0.172089319,44,0,0.649670066,3333.0,10,0,1,0,2.0
0.157342133,59,0,93.0,,3,0,0,0,0.0
0.557006934,52,0,0.288861309,3222.0,9,0,0,0,2.0
0.129004329,53,0,0.040063996,15000.0,6,0,0,0,5.0
0.056882398,66,2,0.327726218,6895.0,13,0,1,0,0.0
0.0,40,0,0.424048875,3600.0,5,0,2,0,0.0
0.476252375,42,3,0.461538462,7760.0,14,0,2,0,2.0
0.044150846,66,0,0.215233594,5500.0,13,0,1,0,1.0
0.075620703,52,3,0.985605758,2500.0,5,0,2,0,0.0
0.061653575,64,0,78.0,,4,0,0,0,0.0
0.0,36,0,0.06846473,3855.0,5,0,0,0,1.0
0.0,56,0,0.16347428,8300.0,7,0,1,0,0.0
0.040166244,68,1,0.476891153,5300.0,10,0,2,0,0.0
0.001045717,81,0,0.0,,9,0,0,0,0.0
0.03821356,60,1,1865.0,,10,0,1,0,0.0
0.001513929,52,0,0.192380624,5800.0,6,0,1,0,0.0
0.420960916,49,2,0.259935016,4000.0,7,0,0,0,0.0
1.006072853,61,1,5615.0,,18,0,1,0,0.0
0.522681976,65,0,0.262086896,20000.0,22,0,5,0,1.0
0.0,76,0,1354.0,,17,0,1,0,0.0
0.123683392,52,0,1241.0,,5,0,2,0,0.0
0.9999999,46,2,0.274089085,25166.0,4,0,1,2,3.0
0.117379639,51,0,0.441136518,8833.0,14,0,2,0,4.0
0.204927305,41,0,0.134411197,8287.0,7,0,0,0,5.0
0.347363194,50,0,0.662464682,4600.0,12,0,2,0,2.0
0.04906634,45,0,0.2602806,6200.0,13,0,1,0,0.0
0.035676269,50,0,0.486752208,6000.0,7,0,3,0,0.0
0.509832326,56,0,0.400023414,17083.0,13,0,3,0,1.0
0.121993306,64,0,0.033973986,5150.0,5,0,0,0,1.0
0.161211859,44,0,1914.0,,5,0,1,0,0.0
0.05171673,45,0,0.307782036,6000.0,5,0,1,0,3.0
0.996495112,62,4,4437.0,,18,3,0,4,0.0
0.017924547,61,0,4020.0,,10,0,2,0,0.0
0.022850984,35,0,2043.0,,7,0,1,0,
0.008695391,63,0,0.002050756,3900.0,2,0,0,0,0.0
0.012606055,60,0,0.034479605,10933.0,20,0,0,0,4.0
0.146521337,52,0,0.307827687,25000.0,6,0,2,0,2.0
0.248979252,74,2,0.230699305,15400.0,8,0,2,0,1.0
0.0,81,0,0.0,,4,0,0,0,0.0
0.020309701,42,0,0.571809397,3000.0,8,0,2,0,0.0
0.045177819,71,0,0.349883372,3000.0,5,0,1,0,0.0
0.017057111,46,0,0.178944073,9583.0,32,0,2,0,0.0
0.006775024,75,0,0.020618557,290.0,8,0,0,0,0.0
0.232774839,62,0,0.268546291,5000.0,9,0,1,0,0.0
0.74635589,61,0,0.609007833,3063.0,10,0,2,0,0.0
0.008190216,49,0,1137.0,,3,0,1,0,0.0
0.0,42,0,434.0,,4,0,0,0,0.0
0.023685886,46,0,2116.0,,14,0,2,0,2.0
0.179768673,33,0,0.333990401,11667.0,8,0,1,0,0.0
0.128915505,41,0,0.32372343,4092.0,14,0,1,0,0.0
0.222526298,65,0,0.443695107,6375.0,15,0,1,0,1.0
0.043521266,61,0,1767.0,,7,0,1,0,0.0
0.007060392,58,0,1971.0,,8,0,2,0,0.0
0.8240064,53,5,0.217317236,13500.0,10,0,1,0,0.0
0.153179576,43,0,0.262382995,10255.0,6,0,1,0,1.0
0.20211815,66,0,406.0,,11,0,0,0,
0.022007695,51,0,0.170686345,16667.0,17,0,1,0,1.0
0.017516191,59,0,15.0,,6,0,0,0,0.0
0.059976854,59,0,1226.0,,8,0,1,0,0.0
0.15610594,53,0,0.417805545,5121.0,14,0,1,0,0.0
0.9999999,35,0,0.472055573,3166.0,4,0,2,0,0.0
0.188558601,83,0,0.065547562,1250.0,7,0,0,0,0.0
0.053894464,51,0,0.863473361,3903.0,12,0,3,0,1.0
0.02043702,64,0,0.363106149,6000.0,11,0,1,0,2.0
0.052853584,42,0,0.506521224,4216.0,7,0,1,0,0.0
0.017613726,61,0,0.1485701,4300.0,9,0,1,0,0.0
0.169683032,67,0,0.032594524,1533.0,2,0,0,0,0.0
0.063913318,73,0,0.019135877,8308.0,11,0,0,0,0.0
0.008684579,75,0,0.0013269,8289.0,5,0,0,0,0.0
0.131735247,50,1,0.539699122,4785.0,17,0,1,0,0.0
0.163207999,36,0,0.163213377,2750.0,3,0,1,0,0.0
0.407706114,65,0,0.095255408,5500.0,4,0,0,0,0.0
0.01544503,70,0,2815.0,,11,0,1,0,0.0
0.043421762,50,0,0.064660509,10500.0,15,0,1,0,0.0
0.007247292,34,0,0.003764842,3452.0,6,0,0,0,0.0
0.050394852,66,0,0.241992501,9334.0,14,0,1,0,1.0
0.255734619,57,0,2384.0,,8,0,2,0,0.0
0.0,65,0,0.026147015,2026.0,1,0,0,0,0.0
0.229360561,63,0,1.641347801,1750.0,6,0,2,0,1.0
0.021665635,47,0,0.340739865,8460.0,7,0,1,0,0.0
0.049151493,62,0,3086.0,,17,0,3,0,3.0
0.129934061,70,0,0.362287757,5594.0,7,0,1,0,0.0
0.0,62,0,0.0,2783.0,2,0,0,0,0.0
0.079998015,71,0,0.160433522,6550.0,5,0,1,0,0.0
0.196839474,42,0,0.343862455,2500.0,7,1,0,0,1.0
0.000207969,72,0,0.336790251,3856.0,11,0,1,0,0.0
0.009099697,60,0,0.279121697,8060.0,6,0,2,0,0.0
0.190831896,52,0,0.310817425,14300.0,17,0,1,0,1.0
0.0,33,0,0.447548852,5833.0,6,0,2,0,0.0
0.0,52,0,0.458451561,2466.0,8,0,0,0,0.0
0.414355981,56,1,0.187203199,4000.0,6,0,0,0,0.0
0.017163324,54,0,0.194786935,9245.0,9,0,1,0,0.0
0.042718238,86,0,0.102965678,3000.0,4,0,0,0,0.0
0.089309382,63,1,0.280537088,7670.0,9,0,1,0,2.0
0.9999999,33,0,0.823431427,1800.0,7,0,1,0,2.0
0.000315773,45,0,0.280842707,5600.0,15,0,2,0,2.0
0.704586977,52,2,0.340235538,7726.0,10,0,1,0,2.0
1.028985507,30,0,0.067376657,4600.0,6,0,0,0,2.0
0.266499776,45,0,0.493126718,4000.0,15,0,0,0,0.0
0.793583167,52,2,0.587305768,3796.0,8,1,2,1,1.0
0.230847866,48,0,0.44475345,9348.0,8,0,2,0,2.0
0.167309979,42,0,0.524721134,6633.0,8,0,2,0,1.0
0.033897267,50,0,0.230451367,6291.0,12,0,2,0,3.0
0.9999999,50,0,0.427786107,2000.0,2,0,1,0,0.0
0.288523497,54,0,1002.0,,4,0,0,0,0.0
0.255825739,59,0,0.414878016,7500.0,16,0,2,0,0.0
0.104863171,55,0,1040.0,,8,0,0,0,0.0
0.193566645,48,0,0.24428345,4416.0,11,0,0,0,3.0
0.014786983,39,0,0.202838063,9583.0,3,0,1,0,0.0
0.190110944,27,0,0.164604898,3960.0,6,0,0,0,1.0
0.9999999,85,0,0.0,,2,0,0,0,0.0
0.029595585,71,0,46.0,,4,0,0,0,0.0
0.03626831,62,0,0.0445494,7833.0,7,0,0,0,0.0
0.049075248,76,0,0.122705674,10732.0,16,0,1,0,1.0
0.058368205,43,0,0.470185058,5835.0,4,0,2,0,1.0
0.269958468,44,0,0.175830638,3400.0,6,0,0,0,2.0
0.764815679,49,1,0.410558944,10000.0,4,0,2,0,0.0
0.9999999,62,0,0.664221287,8314.0,8,0,3,0,0.0
0.366258771,49,0,0.773806548,4000.0,12,0,2,0,1.0
0.817859107,52,0,0.750058126,4300.0,5,0,2,0,1.0
0.060513223,65,0,0.106973874,14582.0,5,0,1,0,3.0
0.092725399,64,0,0.021345983,6745.0,4,0,0,0,1.0
0.074234838,69,0,0.297168563,7557.0,28,0,1,0,0.0
0.516438611,36,0,0.162408354,4500.0,7,0,0,0,2.0
0.006046135,61,0,0.455007893,5700.0,9,0,2,0,2.0
0.03292006,51,0,0.005478569,9308.0,4,0,0,0,1.0
0.0,54,0,2210.0,,15,0,1,0,0.0
0.007029471,37,0,0.336698212,4754.0,8,0,2,0,0.0
3.996007984,59,0,0.014746313,4000.0,7,0,0,0,0.0
0.468293097,47,1,0.452150957,16666.0,13,0,2,0,3.0
0.128888174,60,0,0.017980895,5338.0,3,1,0,0,0.0
0.005884043,28,0,0.483431553,10350.0,19,0,4,0,0.0
0.054071979,57,0,0.022743947,6814.0,8,0,0,0,0.0
0.888252805,27,0,674.0,,4,0,0,0,0.0
0.033695814,63,0,0.006380345,10500.0,13,0,0,0,0.0
0.28147511,35,0,0.378012832,5766.0,4,1,1,1,0.0
0.227777688,59,0,0.238515901,16413.0,13,0,3,0,0.0
0.405103274,59,0,0.239875202,16666.0,13,0,3,0,0.0
0.104971654,46,0,0.157819553,17500.0,5,0,1,0,0.0
0.036685415,59,0,2192.0,,10,0,1,0,1.0
0.131725562,80,0,0.214055448,1550.0,5,0,0,0,0.0
0.9999999,96,0,0.0,,1,0,0,0,1.0
0.018347742,64,0,0.009383172,6500.0,17,0,0,0,2.0
0.0,27,0,0.0,2900.0,2,0,0,0,1.0
0.0,35,0,0.215997461,6300.0,6,0,1,0,3.0
0.001358478,46,0,0.360246433,6167.0,13,0,1,0,0.0
0.678796,69,0,0.13212609,1490.0,2,0,0,0,0.0
0.040754969,70,0,0.105178964,5000.0,14,0,0,0,0.0
0.002678093,62,0,0.000967586,6200.0,3,0,0,0,0.0
0.079520437,54,0,0.378801767,12000.0,5,0,2,0,1.0
2.094452774,35,0,0.12126839,7000.0,6,0,0,0,2.0
0.585215513,49,0,0.199678586,7466.0,7,0,1,0,2.0
0.3911756,41,0,0.284517698,3700.0,8,0,0,0,0.0
0.01712665,68,0,62.0,0.0,4,0,0,0,0.0
0.151781997,37,0,0.160207556,18500.0,13,0,1,0,2.0
0.02442041,55,1,0.458195523,13000.0,5,0,2,0,2.0
0.177562973,50,0,0.525947405,10000.0,9,0,1,0,0.0
0.96032968,37,2,0.318482759,7249.0,12,0,1,0,2.0
1.119300437,62,5,0.646762831,2980.0,9,1,0,0,0.0
0.0,43,0,3004.0,,7,0,1,0,0.0
0.058202942,67,0,0.232574989,6900.0,7,0,1,0,1.0
0.294980335,37,2,0.284825594,4500.0,7,0,0,0,1.0
0.343263212,62,0,0.448767362,13750.0,11,0,4,0,0.0
0.030816467,66,0,0.243344582,8000.0,10,0,1,0,1.0
0.9999999,81,0,0.0,,0,0,0,0,0.0
0.124394649,48,0,0.544580709,6033.0,12,0,2,0,0.0
0.312817061,37,0,0.32354035,24200.0,16,0,6,0,0.0
0.848319709,39,0,0.023313905,1200.0,1,0,0,0,0.0
0.9999999,51,0,0.058686933,4736.0,1,0,0,0,3.0
0.9999999,71,1,0.201776024,4053.0,1,0,1,0,0.0
0.233809776,30,0,0.036049682,3300.0,5,0,0,0,0.0
0.607542498,44,0,0.347849535,7416.0,12,0,2,0,0.0
0.987771611,43,1,0.112875217,4030.0,9,0,0,0,0.0
0.0,47,0,0.297409443,8916.0,7,0,2,0,0.0
0.296279322,47,0,0.473878531,5416.0,6,0,2,0,3.0
0.15477691,30,0,0.402024291,2469.0,6,0,0,0,0.0
0.021019589,66,0,0.011743681,3916.0,6,0,0,0,0.0
0.0,28,0,0.131305352,2596.0,5,0,0,0,0.0
0.0,53,0,0.336375489,2300.0,7,0,1,0,2.0
0.9999999,54,0,0.251215902,4728.0,2,0,1,0,0.0
0.099132919,53,0,721.0,,4,0,0,0,1.0
0.974017322,63,2,0.418709831,4200.0,5,0,1,0,0.0
0.170581205,74,0,216.0,,6,0,0,0,0.0
0.470741608,44,0,0.164847334,6320.0,5,0,0,0,0.0
0.217634953,31,0,0.460384904,4000.0,9,0,2,0,0.0
0.239842403,57,0,0.181818182,2529.0,2,0,0,0,2.0
0.038838446,84,0,0.283658537,4099.0,5,0,1,0,0.0
0.237111665,50,0,0.257160393,9775.0,9,0,2,0,2.0
0.0,69,1,0.03814485,5950.0,7,0,1,0,0.0
0.464195875,53,0,0.120938628,4985.0,8,0,0,0,0.0
0.516021329,48,0,5483.0,0.0,11,0,2,0,0.0
0.057793195,59,0,0.209055338,16100.0,5,0,2,0,0.0
0.259779001,34,0,1970.0,,8,0,1,0,0.0
0.120282907,52,0,0.423152252,9700.0,17,0,2,0,0.0
0.071607571,62,0,0.286300901,8766.0,13,0,1,0,1.0
0.9999999,34,5,0.66442465,5500.0,8,0,2,1,0.0
0.013771527,72,0,0.456152163,5940.0,7,0,2,0,2.0
0.319206686,36,1,0.589082184,5000.0,15,0,1,0,0.0
0.066898328,51,0,3420.0,,5,0,1,0,0.0
0.381736637,31,0,0.313790806,1500.0,5,0,0,0,0.0
0.9999999,61,0,477.0,,1,0,1,0,1.0
0.475881929,75,0,2.091481704,3333.0,12,0,1,0,0.0
0.119267047,27,0,842.0,,5,0,0,0,
0.091347825,35,0,0.837540615,4000.0,9,0,2,0,0.0
0.034151219,28,0,2338.0,,7,0,1,0,0.0
0.0,60,0,0.0,,1,0,0,0,1.0
0.593317765,62,2,0.626392459,3500.0,22,0,1,0,0.0
0.245394232,61,1,0.265934814,11750.0,21,0,1,0,0.0
0.0,47,0,0.219192091,5866.0,19,0,3,0,3.0
0.257188753,49,0,0.10455892,39833.0,10,0,1,0,4.0
0.113667235,64,0,0.168566287,1666.0,11,0,0,0,1.0
0.093269763,35,0,0.406098984,6000.0,13,0,1,0,0.0
0.51519388,48,0,0.536507937,6299.0,13,0,2,0,2.0
0.149845318,59,0,0.250125733,5964.0,11,0,1,0,0.0
0.087511349,57,1,0.52988764,6674.0,12,0,2,0,2.0
0.490169272,72,0,0.58573854,5300.0,15,0,2,0,1.0
1.174362509,43,2,0.121796037,5500.0,4,1,0,0,1.0
0.654724213,46,0,0.426061493,2048.0,4,0,0,0,3.0
0.00643934,66,0,0.242598483,8173.0,23,0,1,0,1.0
0.9999999,41,0,0.130782562,7500.0,1,0,0,0,2.0
0.024679719,85,0,0.01076647,3900.0,7,0,0,0,0.0
0.019765504,37,1,0.235550709,2750.0,11,1,1,0,0.0
0.200097219,32,0,0.796291246,3666.0,7,0,1,0,0.0
0.150983224,79,0,0.039276258,2265.0,3,0,0,0,0.0
0.0,64,0,472.0,,11,0,1,0,0.0
0.016165638,80,0,0.010379964,10500.0,12,0,1,0,0.0
0.9999999,49,1,462.0,,3,0,1,0,0.0
0.279554504,57,0,0.658669226,3125.0,12,0,1,0,0.0
0.006083283,57,0,2398.0,,16,0,1,0,1.0
0.9999999,55,0,0.100612922,29856.0,2,0,1,1,2.0
0.016655295,67,0,0.124189653,7866.0,8,0,1,0,0.0
0.0,78,0,0.179470088,6000.0,5,0,1,0,0.0
0.008136875,57,0,0.00507116,6112.0,8,0,0,0,0.0
0.030999088,61,0,34.0,,9,0,0,0,0.0
0.057938517,75,1,71.0,,6,0,0,0,0.0
0.119942314,68,0,0.314561813,6001.0,13,0,1,0,0.0
0.251469186,58,0,0.212963775,11400.0,14,0,1,0,0.0
0.0,59,0,0.218854341,19167.0,13,0,2,0,0.0
0.77463439,49,0,0.410157257,3878.0,5,0,1,0,0.0
0.041799605,49,0,0.609463512,3000.0,27,0,2,0,1.0
0.040131489,22,0,0.00159968,5000.0,5,0,0,0,0.0
0.593381904,59,0,4229.0,,24,0,2,0,3.0
0.706184831,35,0,0.306126159,5500.0,6,0,1,0,0.0
0.002848312,61,0,0.176124669,3400.0,6,0,0,0,0.0
0.189234736,54,0,0.458978918,3936.0,10,0,2,0,3.0
0.0,73,0,1098.0,,9,0,1,1,0.0
0.173863213,62,0,1656.0,,6,0,2,0,0.0
0.315022517,44,1,0.4552766,9200.0,11,0,2,0,0.0
0.013238161,32,0,0.494336725,5208.0,11,0,1,0,1.0
0.088063527,59,0,0.736928552,3652.0,12,0,1,0,2.0
0.567213363,75,0,0.09336333,8000.0,5,0,0,0,0.0
0.910746162,36,0,0.217413085,9980.0,11,0,1,0,3.0
0.028823045,71,0,0.412470538,4666.0,12,0,2,0,0.0
0.402539541,64,0,0.292485376,6666.0,6,0,1,0,1.0
0.0,39,0,0.0,,2,0,0,0,0.0
0.24863211,73,1,5436.0,,15,0,2,0,0.0
0.606064081,40,0,0.105585922,7500.0,5,0,0,0,1.0
0.018381237,73,0,0.482313134,3250.0,11,0,1,0,1.0
0.419219607,36,2,801.0,,9,2,0,3,0.0
0.515977557,54,2,0.23024112,30150.0,16,0,2,0,0.0
0.022249494,65,0,0.004309681,6496.0,4,0,0,0,0.0
0.08241449,60,0,0.408582469,14750.0,8,0,2,0,5.0
0.600277568,56,1,0.590402742,3500.0,6,0,0,0,1.0
0.230562018,42,0,0.402649338,4000.0,8,0,1,0,2.0
0.045706989,65,0,0.385122975,5000.0,7,0,2,0,1.0
0.809317829,55,0,4280.0,,15,0,1,0,0.0
0.9999999,39,0,0.504505716,7434.0,4,0,1,0,0.0
0.12741035,38,0,0.894266567,2685.0,19,0,1,0,2.0
0.050570465,65,0,78.0,,4,0,0,0,0.0
0.0,56,0,1.043353064,6250.0,9,0,3,0,2.0
0.461751275,42,0,0.351256509,8833.0,8,0,3,0,3.0
0.0,24,0,0.0,1100.0,1,0,0,0,0.0
0.288462746,71,0,0.854172221,3750.0,18,0,2,0,0.0
0.000114284,45,0,0.322697937,11000.0,8,0,2,0,1.0
0.00130861,75,0,0.000263713,3791.0,6,0,0,0,0.0
0.390715917,41,0,0.155320366,6991.0,7,0,0,0,0.0
0.069527252,59,2,0.759895748,6138.0,6,0,2,0,0.0
0.001039678,63,0,11.0,,7,0,0,0,0.0
0.002998501,76,0,0.175438596,5471.0,6,0,1,0,0.0
0.103172439,34,0,0.184936113,2973.0,3,0,0,0,2.0
0.051998894,69,0,0.16324087,5010.0,9,0,2,0,2.0
0.402024265,54,0,0.706083976,3500.0,11,0,1,0,2.0
0.541122944,34,0,0.341164709,4000.0,12,0,0,0,0.0
0.374843768,36,0,0.213478612,2477.0,6,0,0,0,0.0
0.178782461,46,0,2880.0,,4,0,1,0,0.0
0.025375825,50,0,0.198925183,11908.0,10,0,2,0,3.0
0.634001335,31,0,0.832020997,2666.0,9,0,0,0,2.0
0.90454453,47,0,0.072202359,18738.0,6,0,0,0,0.0
0.139981336,72,1,0.315171207,4000.0,4,0,2,0,0.0
0.000619988,52,0,0.0,,2,0,0,0,0.0
0.031042669,58,0,5013.0,,17,0,2,0,0.0
0.005085768,49,0,0.264933767,4000.0,6,0,1,1,1.0
0.011419881,41,0,2936.0,,16,0,2,0,0.0
0.001322619,81,0,1.0,,4,0,0,0,0.0
1.169165705,56,0,0.019144863,4700.0,6,0,0,0,1.0
0.696758609,34,0,0.218791946,4469.0,9,0,0,0,1.0
0.193893948,27,0,867.0,,4,0,0,0,0.0
1.119613926,32,1,0.140379658,4266.0,9,0,0,0,0.0
0.058177368,81,0,0.032125881,6100.0,7,0,0,0,2.0
0.246369867,73,0,0.289518318,5895.0,5,0,1,0,0.0
0.313388894,72,0,0.896206998,3400.0,15,0,1,0,0.0
0.122843132,49,0,0.309069806,6030.0,12,0,2,0,1.0
0.33433112,39,0,0.28031267,5500.0,10,0,0,0,3.0
0.038456456,39,0,0.145713572,4000.0,6,0,0,0,2.0
0.0,54,0,0.74593217,5100.0,10,0,2,0,0.0
0.21586648,57,0,0.35353851,6400.0,8,0,1,0,2.0
0.0,26,0,0.0,4400.0,1,0,0,0,0.0
0.195742783,61,0,0.64745085,3000.0,10,0,1,0,0.0
0.026471914,59,0,1351.0,,11,0,1,0,0.0
0.206697618,43,0,0.351770559,3416.0,8,0,0,0,1.0
0.001223695,71,0,0.000222173,4500.0,8,0,0,0,0.0
0.035895086,33,0,0.252593426,8000.0,7,0,1,0,2.0
0.323971831,57,0,0.76834716,4700.0,21,0,2,0,1.0
0.561675441,49,0,0.038347139,93800.0,17,0,2,0,2.0
0.031877121,86,0,246.0,,6,0,0,0,
0.072157114,77,0,54.0,,1,0,0,0,0.0
0.003248244,74,0,0.529242689,8001.0,12,0,2,0,0.0
0.2987542,51,0,0.656467737,3300.0,16,0,2,0,1.0
0.005085642,44,0,0.456145028,3750.0,6,0,2,0,3.0
0.9999999,67,0,0.264404104,1266.0,1,0,0,0,0.0
0.9999999,68,0,0.093396475,3800.0,2,0,0,0,0.0
0.196399423,60,0,0.826442526,2200.0,6,0,1,0,0.0
0.638418079,68,2,0.272414705,3780.0,4,0,1,1,0.0
0.00769923,65,0,0.779036827,6000.0,5,0,2,0,0.0
0.034554892,38,0,0.294565826,8924.0,12,0,3,0,3.0
0.684664772,48,0,0.051719541,3750.0,4,0,0,0,0.0
0.779647582,52,0,0.921781831,2850.0,8,0,1,0,0.0
0.152243341,50,0,0.227064426,11128.0,9,0,2,0,2.0
0.441647665,63,0,0.348984285,5217.0,9,0,1,0,0.0
0.022188503,91,0,0.007625028,4458.0,5,0,0,0,0.0
0.025955299,67,0,0.00553761,4333.0,2,0,0,0,0.0
0.007459258,65,0,0.010291091,3400.0,5,0,0,0,0.0
0.075371162,56,2,0.549626763,7233.0,11,0,2,0,1.0
0.016858324,68,0,0.032644903,3001.0,20,0,0,0,1.0
0.146142693,48,0,0.072462063,8500.0,6,0,0,0,4.0
0.04927677,43,0,0.267936956,4250.0,24,0,0,0,2.0
0.265926872,63,0,0.326890139,4086.0,9,1,1,0,0.0
0.425247549,50,0,0.119975515,4900.0,5,0,0,0,1.0
0.020755591,56,0,0.22397365,8500.0,7,0,2,0,1.0
0.085418117,69,0,0.169429098,3800.0,6,0,1,0,1.0
0.688213987,58,0,0.316698656,3125.0,11,0,0,0,0.0
0.127976062,57,0,6211.0,,35,0,2,0,0.0
0.770994889,47,0,0.256445447,10200.0,12,0,0,0,4.0
0.023433747,70,0,0.209089276,5566.0,15,0,1,0,1.0
0.166796823,61,0,0.02590981,10111.0,3,0,0,0,1.0
0.035424114,78,0,42.0,,11,0,0,0,0.0
0.0,56,0,0.904498816,3800.0,9,0,1,0,0.0
0.228466553,50,0,0.565739043,6000.0,13,0,1,0,0.0
0.009714087,40,0,0.45272803,2400.0,13,0,1,0,1.0
0.749722325,70,0,1064.0,,3,0,1,0,0.0
0.019433433,43,0,0.172389737,12900.0,12,0,1,0,3.0
0.11337742,35,0,0.250039994,6250.0,6,0,2,0,0.0
0.9999999,25,0,0.239271017,1700.0,1,0,0,0,1.0
0.907695885,29,0,0.152711822,4000.0,6,0,0,0,0.0
0.018004272,41,1,0.293356342,4635.0,5,0,1,0,0.0
0.003124911,61,0,5025.0,,8,0,4,0,0.0
0.031357702,50,0,0.185164985,7333.0,8,0,1,0,0.0
0.141339309,61,0,0.457012282,3500.0,11,0,0,0,1.0
0.033741501,62,0,0.230452322,11650.0,11,0,1,0,2.0
0.003065815,60,0,488.0,,7,0,0,0,0.0
0.245564941,55,0,0.291529781,7000.0,13,0,2,0,0.0
0.274715018,67,0,0.22033998,17000.0,12,0,1,0,2.0
0.341633004,34,0,0.423384168,1376.0,6,0,0,0,2.0
0.379124175,56,0,0.01599543,3500.0,1,0,0,0,0.0
0.044075395,53,0,0.396587265,8731.0,16,0,2,0,0.0
0.014769765,60,0,0.1376048,13000.0,5,0,1,0,0.0
0.488819721,46,0,0.514777657,7375.0,12,0,2,0,1.0
0.718449457,48,0,0.677932796,5088.0,9,0,4,0,1.0
0.410117701,54,0,0.301733333,7499.0,11,0,1,0,0.0
0.756899693,51,0,0.456517638,5300.0,7,0,1,0,1.0
0.727684584,59,0,0.13905206,22300.0,11,0,2,0,1.0
0.016142473,76,0,0.668266347,1666.0,11,0,1,0,0.0
0.399778583,67,0,0.512441581,7916.0,12,0,2,0,1.0
0.150094651,47,0,0.491563555,8000.0,23,0,4,0,0.0
0.082080224,73,0,0.166907254,11083.0,6,0,1,0,0.0
0.030325293,40,0,22.0,,3,0,0,0,0.0
0.9999999,33,0,0.44914756,1700.0,3,0,0,0,1.0
0.119371104,40,0,0.651175708,5400.0,11,0,2,0,0.0
0.014006784,54,1,0.348741338,11400.0,11,0,3,0,0.0
0.9999999,39,3,0.112225335,6780.0,5,0,0,0,0.0
0.9999999,61,1,0.426461538,1624.0,2,1,0,0,0.0
0.365721117,40,0,0.039230479,2650.0,5,0,0,0,1.0
0.022750929,53,0,0.660339155,3950.0,10,0,1,0,0.0
0.0,25,0,0.0,2500.0,2,0,0,0,0.0
0.152376806,60,0,0.137048394,7500.0,12,0,0,0,0.0
0.998892342,36,0,0.924018995,4000.0,7,0,1,0,2.0
0.024835724,46,0,5.820598007,300.0,6,0,1,0,1.0
0.204569886,63,1,252.0,,12,0,0,0,0.0
0.513067578,55,0,1456.0,,12,0,1,0,0.0
0.775074655,70,0,0.432859762,4363.0,7,0,1,0,0.0
0.552995392,29,0,0.045878035,7083.0,5,0,0,0,3.0
0.050155546,59,0,0.084761608,3208.0,8,0,0,0,0.0
0.310244523,30,0,0.188099808,2083.0,4,0,0,0,0.0
0.8187774,39,0,0.376962304,10000.0,7,0,2,0,3.0
0.163959327,37,0,0.442056075,4279.0,5,0,1,0,3.0
0.52645984,63,0,0.337765081,9100.0,14,0,1,0,0.0
0.148647706,55,0,0.697041205,5508.0,15,0,2,0,0.0
0.0,73,0,0.06784745,7000.0,6,0,1,0,1.0
0.028903,43,0,0.004072566,2700.0,5,0,0,0,0.0
0.07110896,75,0,0.060946577,10500.0,10,0,1,0,0.0
0.055769442,39,0,0.08987281,8333.0,4,0,0,0,2.0
0.0,49,0,0.301960784,5099.0,16,0,3,0,0.0
0.02526783,45,0,0.392479214,10583.0,14,0,3,0,1.0
0.079420008,43,0,0.417431754,8168.0,9,0,2,0,2.0
0.099742641,44,0,0.350756927,7001.0,20,0,2,1,3.0
0.252873563,54,0,0.124538745,2167.0,3,0,0,1,0.0
0.007866142,62,0,3.0,,3,0,0,0,
0.159815119,50,0,0.219397229,7000.0,10,0,2,0,1.0
0.9999999,24,0,0.180204949,4000.0,1,1,0,1,0.0
0.0,53,0,1899.0,,4,0,1,0,1.0
0.321581429,51,1,0.1260971,9000.0,10,0,0,0,1.0
0.832965627,73,0,0.774069812,5213.0,12,0,1,0,0.0
